left_shoulder_elbow_angle,left_elbow_wrist_angle,right_shoulder_elbow_angle,right_shoulder_left_shoulder,right_elbow_wrist_angle,left_shoulder_x_rel,left_shoulder_y_rel,left_elbow_x_rel,left_elbow_y_rel,left_wrist_x_rel,left_wrist_y_rel,right_shoulder_x_rel,right_shoulder_y_rel,right_elbow_x_rel,right_elbow_y_rel,right_wrist_x_rel,right_wrist_y_rel,status
32,85,85,178,18,0.09207921,0.06290323,-0.01485149,0.05967742,0.0990099,0.21774194,-0.02178218,0.20322581,0.0970297,0.36290323,-0.04158416,0.33387097,0
32,85,85,177,18,0.09207921,0.06612903,-0.01485149,0.05967742,0.1,0.21774194,-0.02178218,0.20322581,0.0970297,0.36290323,-0.04158416,0.33387097,0
32,85,85,177,18,0.09207921,0.06774194,-0.01485149,0.06129032,0.1,0.21935484,-0.02178218,0.20483871,0.0980198,0.36290323,-0.04257426,0.33870968,0
34,84,85,177,18,0.09207921,0.06482982,-0.01584158,0.05834684,0.1009901,0.2171799,-0.02277228,0.20097245,0.0980198,0.363047,-0.04356436,0.34197731,0
33,83,84,177,18,0.09117939,0.06341463,-0.01684836,0.05528455,0.10109019,0.21626016,-0.02477701,0.19837398,0.10009911,0.36422764,-0.04658077,0.34146341,0
31,82,84,177,18,0.09207921,0.06341463,-0.01584158,0.05528455,0.1049505,0.21626016,-0.02475248,0.19674797,0.1049505,0.36585366,-0.04851485,0.33495935,0
29,80,82,177,17,0.09117939,0.06188925,-0.01684836,0.05537459,0.10703667,0.21498371,-0.02874133,0.19543974,0.11100099,0.36644951,-0.05748266,0.33224756,0
27,78,80,177,17,0.09117939,0.06351792,-0.01684836,0.05537459,0.11000991,0.21661238,-0.03171457,0.19543974,0.11694747,0.36644951,-0.06442022,0.3257329,0
22,76,78,177,16,0.08937438,0.06351792,-0.01886792,0.05537459,0.11122145,0.21009772,-0.0367428,0.19381107,0.12313803,0.36156352,-0.07050645,0.30618893,0
19,72,74,177,15,0.08846918,0.06504065,-0.01988072,0.05691057,0.11530815,0.20813008,-0.04373757,0.19349593,0.13419483,0.35447154,-0.07554672,0.29918699,0
18,70,70,177,14,0.08846918,0.06341463,-0.01988072,0.05691057,0.11829026,0.20487805,-0.04870775,0.18699187,0.14214712,0.34796748,-0.08648111,0.29268293,0
16,66,65,178,14,0.08756219,0.06785137,-0.0199005,0.06300485,0.12139303,0.19547658,-0.05273632,0.1825525,0.15422886,0.33764136,-0.10049751,0.28109855,0
15,62,61,178,12,0.08756219,0.07073955,-0.01890547,0.0659164,0.12537313,0.18810289,-0.05572139,0.17684887,0.16218905,0.31672026,-0.11144279,0.26848875,0
13,58,56,178,11,0.08756219,0.07667732,-0.01890547,0.07188498,0.12935323,0.18690096,-0.06169154,0.17731629,0.17313433,0.30830671,-0.12437811,0.26038339,0
10,52,50,178,10,0.08756219,0.07667732,-0.01890547,0.07188498,0.13731343,0.18051118,-0.06965174,0.17092652,0.18706468,0.29392971,-0.13631841,0.2428115,0
8,47,44,178,9,0.08855721,0.07667732,-0.01890547,0.07188498,0.14328358,0.17092652,-0.07860697,0.16453674,0.19800995,0.27795527,-0.14726368,0.22204473,0
7,41,39,178,8,0.08756219,0.07496013,-0.01890547,0.07177033,0.14726368,0.16108453,-0.07860697,0.15151515,0.20597015,0.25518341,-0.14925373,0.20095694,0
6,39,35,180,7,0.08846918,0.07006369,-0.01888668,0.07006369,0.1471173,0.14649682,-0.0805169,0.14171975,0.20775348,0.22770701,-0.15506958,0.18471338,0
4,34,31,178,6,0.08937438,0.06825397,-0.01787488,0.07142857,0.15292949,0.13809524,-0.08142999,0.13333333,0.2204568,0.21111111,-0.15789474,0.16666667,0
3,31,26,177,4,0.08928571,0.0664557,-0.01785714,0.07278481,0.15674603,0.13132911,-0.08234127,0.125,0.22916667,0.18987342,-0.15873016,0.15189873,0
3,26,24,180,3,0.08928571,0.0664557,-0.01785714,0.0664557,0.15972222,0.12341772,-0.0843254,0.11392405,0.23710317,0.17246835,-0.16269841,0.13449367,0
2,24,20,179,0,0.08928571,0.0664557,-0.01785714,0.06487342,0.16468254,0.12025316,-0.08730159,0.10601266,0.24206349,0.14398734,-0.17063492,0.12183544,0
1,20,18,179,0,0.09018831,0.06339144,-0.01684836,0.06180666,0.16749257,0.10935024,-0.08622398,0.09984152,0.24677899,0.12678288,-0.16947473,0.10776545,0
0,16,14,179,1,0.09108911,0.06022187,-0.01584158,0.06180666,0.17029703,0.09825674,-0.08415842,0.09033281,0.25247525,0.10618067,-0.16732673,0.09350238,0
0,12,11,178,2,0.09009901,0.05863708,-0.01584158,0.06180666,0.17227723,0.08874802,-0.08613861,0.08399366,0.25940594,0.08557845,-0.16930693,0.08716323,0
0,10,8,178,2,0.09000989,0.0585443,-0.0148368,0.06170886,0.17309594,0.08386076,-0.08605341,0.07911392,0.25816024,0.07753165,-0.16716123,0.06962025,0
1,11,6,178,2,0.08992095,0.05537975,-0.01383399,0.06012658,0.17094862,0.0806962,-0.08794466,0.07436709,0.25494071,0.06962025,-0.16798419,0.05696203,0
2,9,5,178,3,0.08983218,0.05835962,-0.01382034,0.0615142,0.17077986,0.08044164,-0.08884501,0.07255521,0.25567621,0.06309148,-0.16584403,0.0488959,0
2,8,2,178,3,0.09072978,0.05826772,-0.01380671,0.06299213,0.17258383,0.07874016,-0.09072978,0.06929134,0.25542406,0.05984252,-0.16863905,0.04251969,0
2,7,1,178,3,0.09162562,0.05826772,-0.01280788,0.06299213,0.17438424,0.07559055,-0.08965517,0.06614173,0.25517241,0.05669291,-0.16847291,0.03937008,0
2,5,0,178,3,0.09162562,0.05826772,-0.0137931,0.06299213,0.17635468,0.07244094,-0.09064039,0.06299213,0.25615764,0.0488189,-0.16847291,0.03779528,0
2,5,0,178,4,0.09162562,0.05826772,-0.0137931,0.06141732,0.1773399,0.07086614,-0.09162562,0.06141732,0.25714286,0.04251969,-0.16945813,0.03622047,0
2,5,0,178,4,0.09162562,0.05669291,-0.0137931,0.06141732,0.17832512,0.06929134,-0.09261084,0.06141732,0.25714286,0.04094488,-0.16945813,0.03622047,0
2,4,0,178,4,0.09162562,0.05669291,-0.0137931,0.06141732,0.1773399,0.06771654,-0.09261084,0.06141732,0.25615764,0.03622047,-0.17044335,0.03622047,0
2,3,0,178,4,0.09162562,0.05669291,-0.01477833,0.06141732,0.1773399,0.06614173,-0.09261084,0.06141732,0.25615764,0.03622047,-0.17044335,0.03622047,0
2,2,0,178,4,0.09162562,0.05669291,-0.01477833,0.06141732,0.1773399,0.06299213,-0.09261084,0.06141732,0.25615764,0.03307087,-0.16945813,0.03622047,0
2,3,0,177,4,0.09153543,0.05511811,-0.01377953,0.06141732,0.17814961,0.06299213,-0.09153543,0.06141732,0.25688976,0.03149606,-0.16830709,0.03622047,0
2,3,0,177,4,0.09153543,0.05511811,-0.01377953,0.06141732,0.17814961,0.06299213,-0.09153543,0.06299213,0.25688976,0.02992126,-0.16929134,0.03622047,0
2,3,0,177,4,0.09064039,0.05511811,-0.01477833,0.06141732,0.1773399,0.06299213,-0.09261084,0.06299213,0.25615764,0.02992126,-0.17044335,0.03622047,0
2,3,0,177,4,0.09064039,0.05354331,-0.01477833,0.06141732,0.1773399,0.06299213,-0.09261084,0.06299213,0.25615764,0.02834646,-0.17044335,0.03622047,0
2,3,0,177,4,0.09064039,0.05205047,-0.01477833,0.05993691,0.1773399,0.0615142,-0.09359606,0.0615142,0.25615764,0.02839117,-0.17142857,0.03470032,0
2,3,0,177,4,0.09064039,0.05354331,-0.01477833,0.06141732,0.1773399,0.06299213,-0.09359606,0.06299213,0.25615764,0.02992126,-0.17142857,0.03622047,0
2,3,0,177,4,0.09064039,0.05503145,-0.01576355,0.06289308,0.1773399,0.06446541,-0.09359606,0.06446541,0.25615764,0.03144654,-0.17142857,0.03773585,0
2,4,0,177,4,0.09064039,0.05651491,-0.01576355,0.06436421,0.1773399,0.06750392,-0.09359606,0.06593407,0.25615764,0.03296703,-0.17241379,0.03924647,0
2,4,0,177,4,0.09064039,0.05799373,-0.01576355,0.06583072,0.1773399,0.06896552,-0.09458128,0.06739812,0.25615764,0.03605016,-0.17241379,0.04075235,0
2,4,0,177,4,0.09064039,0.05946792,-0.01576355,0.06729264,0.1773399,0.07042254,-0.0955665,0.06885759,0.25812808,0.03755869,-0.17339901,0.04225352,0
2,4,0,177,4,0.09064039,0.05946792,-0.01477833,0.06729264,0.1773399,0.07042254,-0.0955665,0.06885759,0.26009852,0.03755869,-0.17339901,0.04225352,0
2,4,0,177,4,0.08974359,0.05946792,-0.01577909,0.06729264,0.17751479,0.07042254,-0.09664694,0.06885759,0.26134122,0.03755869,-0.17455621,0.04225352,0
2,4,1,177,4,0.08983218,0.05946792,-0.01678184,0.06729264,0.17769003,0.07042254,-0.09674235,0.07042254,0.26061204,0.03755869,-0.1757157,0.04381847,0
2,4,1,177,4,0.08983218,0.05799373,-0.01678184,0.06583072,0.17769003,0.06896552,-0.09674235,0.06896552,0.26159921,0.03761755,-0.1757157,0.04231975,0
2,4,1,177,4,0.08983218,0.05799373,-0.01678184,0.06583072,0.17769003,0.06896552,-0.09575518,0.06896552,0.26159921,0.03761755,-0.17472853,0.04231975,0
2,4,1,177,4,0.08983218,0.05651491,-0.01678184,0.06436421,0.17769003,0.06750392,-0.09575518,0.06750392,0.26159921,0.03767661,-0.17472853,0.04081633,0
2,4,1,177,4,0.09072978,0.05503145,-0.01577909,0.06289308,0.17850099,0.06603774,-0.09467456,0.06603774,0.26232742,0.03616352,-0.17357002,0.03930818,0
2,4,0,176,3,0.09072978,0.05354331,-0.01577909,0.06299213,0.17850099,0.06456693,-0.09467456,0.06456693,0.26232742,0.03622047,-0.17357002,0.03779528,0
2,4,0,176,3,0.08983218,0.05354331,-0.01678184,0.06299213,0.17769003,0.06456693,-0.09575518,0.06456693,0.26159921,0.03622047,-0.1727542,0.03779528,0
2,4,0,176,3,0.08983218,0.05205047,-0.01678184,0.0615142,0.17769003,0.06309148,-0.09476802,0.06309148,0.26159921,0.0362776,-0.17176703,0.0362776,0
29,87,84,178,17,0.09126984,0.05537459,-0.01686508,0.05211726,0.09623016,0.21661238,-0.02480159,0.1970684,0.09424603,0.36156352,-0.0406746,0.32084691,1
30,86,85,179,18,0.09126984,0.05844156,-0.01686508,0.05681818,0.09722222,0.21915584,-0.02380952,0.19967532,0.0952381,0.36363636,-0.0406746,0.3262987,1
30,85,85,180,18,0.09126984,0.06148867,-0.01686508,0.06148867,0.09821429,0.22168285,-0.02380952,0.20226537,0.09623016,0.36569579,-0.0406746,0.32847896,1
30,85,85,179,18,0.09126984,0.06462036,-0.01686508,0.06300485,0.09821429,0.22294023,-0.02380952,0.20516963,0.09722222,0.36833603,-0.0406746,0.33117932,1
30,85,85,179,18,0.09126984,0.06462036,-0.01686508,0.06300485,0.09920635,0.22294023,-0.02380952,0.20516963,0.09722222,0.36833603,-0.0406746,0.33117932,1
30,85,85,180,18,0.09126984,0.06462036,-0.01686508,0.06462036,0.09920635,0.22294023,-0.02380952,0.20516963,0.09722222,0.36833603,-0.0406746,0.33117932,1
30,85,85,180,18,0.09126984,0.06462036,-0.01587302,0.06462036,0.09920635,0.22294023,-0.02281746,0.20516963,0.09722222,0.36833603,-0.0406746,0.33117932,1
30,85,85,179,18,0.09126984,0.06623586,-0.01587302,0.06462036,0.09920635,0.22294023,-0.02281746,0.20516963,0.09722222,0.36833603,-0.0406746,0.33117932,1
30,85,85,179,18,0.09126984,0.06623586,-0.01587302,0.06462036,0.09920635,0.22294023,-0.02281746,0.20516963,0.09722222,0.36995153,-0.0406746,0.33117932,1
30,85,85,180,18,0.09316155,0.06623586,-0.0148662,0.06623586,0.10009911,0.22294023,-0.02180377,0.20516963,0.09811695,0.36995153,-0.03964321,0.33117932,1
30,85,85,180,18,0.09316155,0.06623586,-0.0148662,0.06623586,0.10009911,0.22294023,-0.02180377,0.20516963,0.09811695,0.36995153,-0.03964321,0.33117932,1
30,85,85,180,18,0.09316155,0.06472492,-0.0148662,0.06472492,0.10009911,0.22168285,-0.02180377,0.2038835,0.09910803,0.36893204,-0.03964321,0.33009709,1
30,85,85,180,18,0.09316155,0.06472492,-0.0148662,0.06472492,0.10009911,0.22168285,-0.02180377,0.2038835,0.09910803,0.36893204,-0.03964321,0.33009709,1
30,85,85,180,18,0.09316155,0.06472492,-0.0148662,0.06472492,0.10009911,0.22168285,-0.02180377,0.2038835,0.09910803,0.36893204,-0.03964321,0.33009709,1
30,85,85,180,18,0.09316155,0.06472492,-0.0148662,0.06472492,0.10009911,0.22168285,-0.02180377,0.2038835,0.09910803,0.36893204,-0.03964321,0.33009709,1
29,85,85,180,18,0.09316155,0.06320908,-0.01585728,0.06320908,0.10009911,0.22042139,-0.02279485,0.20259319,0.09910803,0.36790924,-0.03964321,0.32901135,1
30,85,85,180,18,0.09316155,0.06168831,-0.01585728,0.06168831,0.10009911,0.21915584,-0.02279485,0.2012987,0.09910803,0.36688312,-0.04063429,0.32792208,1
30,85,86,179,18,0.09316155,0.05863192,-0.01684836,0.05700326,0.10009911,0.21661238,-0.02279485,0.1970684,0.09910803,0.36482085,-0.04063429,0.3257329,1
30,85,85,179,18,0.0922619,0.05555556,-0.01785714,0.05392157,0.09920635,0.21568627,-0.02380952,0.19281046,0.09821429,0.3627451,-0.04166667,0.32352941,1
30,85,85,178,18,0.0922619,0.05564648,-0.01785714,0.05237316,0.09920635,0.21440262,-0.02480159,0.19148936,0.09821429,0.36170213,-0.04166667,0.32242226,1
30,85,85,178,18,0.09126984,0.0557377,-0.01785714,0.05081967,0.09920635,0.21311475,-0.02480159,0.19016393,0.09821429,0.36065574,-0.04166667,0.32131148,1
29,85,84,177,17,0.09306931,0.06055646,-0.01584158,0.05237316,0.1009901,0.21767594,-0.02376238,0.19148936,0.1,0.36333879,-0.03960396,0.32242226,1
30,85,84,176,17,0.09306931,0.06382979,-0.01584158,0.05237316,0.1009901,0.2193126,-0.02376238,0.19148936,0.1,0.36661211,-0.04158416,0.32405892,1
31,85,83,176,17,0.09306931,0.06546645,-0.01584158,0.05400982,0.1009901,0.2193126,-0.02574257,0.19148936,0.1019802,0.36988543,-0.04554455,0.33387889,0
29,84,82,176,17,0.09217047,0.06382979,-0.01684836,0.05400982,0.10109019,0.21767594,-0.02775025,0.1898527,0.10604559,0.36824877,-0.05054509,0.32405892,1
27,83,78,177,16,0.09217047,0.06688418,-0.01684836,0.05872757,0.10307235,0.21859706,-0.03270565,0.19249592,0.11298315,0.36867863,-0.05946482,0.32626427,1
24,81,75,178,15,0.09036743,0.06980519,-0.01886792,0.06493506,0.10427011,0.22077922,-0.03972195,0.19642857,0.11916584,0.36850649,-0.07050645,0.31980519,0
21,78,73,180,15,0.08946322,0.06645057,-0.01988072,0.06645057,0.10735586,0.21555916,-0.04373757,0.19611021,0.12723658,0.36142626,-0.07554672,0.30632091,0
19,75,69,180,13,0.08946322,0.06320908,-0.01988072,0.06320908,0.11332008,0.21393841,-0.04970179,0.19124797,0.13817097,0.35656402,-0.08648111,0.29821718,0
17,72,65,179,13,0.08946322,0.0631068,-0.01988072,0.06472492,0.11829026,0.21035599,-0.05367793,0.18608414,0.14910537,0.35113269,-0.10039761,0.28478964,0
15,67,60,178,12,0.09126984,0.06891026,-0.01785714,0.07211538,0.125,0.20032051,-0.05654762,0.18429487,0.16369048,0.3349359,-0.11309524,0.27564103,0
13,62,55,178,11,0.09217047,0.0688,-0.01684836,0.072,0.1308226,0.1872,-0.06243806,0.1808,0.17542121,0.3104,-0.12685828,0.2624,0
10,57,50,178,9,0.09306931,0.07028754,-0.01782178,0.07348243,0.13762376,0.18370607,-0.06930693,0.17252396,0.18811881,0.29392971,-0.13465347,0.24121406,0
8,49,43,180,10,0.09198813,0.07017544,-0.01681503,0.07017544,0.14441147,0.16746411,-0.07220574,0.15629984,0.20178042,0.27910686,-0.13847676,0.215311,0
8,45,39,179,8,0.09378085,0.06847134,-0.01579467,0.06687898,0.15004936,0.15923567,-0.07403751,0.14490446,0.21618954,0.2611465,-0.14610069,0.2022293,0
6,40,35,178,7,0.09279368,0.06687898,-0.01678184,0.06369427,0.14906219,0.1433121,-0.07897335,0.13535032,0.2112537,0.22611465,-0.15695953,0.18312102,0
5,36,31,178,4,0.09189723,0.06666667,-0.01778656,0.06190476,0.15316206,0.13968254,-0.08596838,0.12857143,0.22826087,0.21111111,-0.16501976,0.16825397,0
4,32,26,178,3,0.09189723,0.06497623,-0.01778656,0.06180666,0.15909091,0.13312203,-0.08596838,0.11568938,0.23320158,0.19017433,-0.16304348,0.14580032,0
3,28,22,179,2,0.09189723,0.06477093,-0.01778656,0.06319115,0.16205534,0.12638231,-0.08794466,0.11058452,0.24505929,0.17535545,-0.16600791,0.13112164,0
1,24,19,180,0,0.09099901,0.06466877,-0.01879327,0.06466877,0.16617211,0.11987382,-0.09000989,0.10567823,0.25024728,0.14511041,-0.17012859,0.11514196,0
1,22,15,178,0,0.08910891,0.0615142,-0.01980198,0.06466877,0.16633663,0.11356467,-0.09306931,0.0977918,0.25148515,0.13091483,-0.17326733,0.10567823,0
1,18,10,178,1,0.08820614,0.06141732,-0.02081269,0.06614173,0.16749257,0.10393701,-0.09712587,0.08818898,0.25668979,0.10866142,-0.17938553,0.09606299,0
0,15,8,178,1,0.08721506,0.06132075,-0.02180377,0.06603774,0.16749257,0.09591195,-0.09712587,0.08333333,0.25371655,0.09433962,-0.17740337,0.08018868,0
1,13,5,177,3,0.08630952,0.06269592,-0.02281746,0.06896552,0.16964286,0.09404389,-0.10119048,0.0815047,0.26190476,0.0815047,-0.18154762,0.06896552,0
1,11,2,177,2,0.08622398,0.06269592,-0.02279485,0.06896552,0.16947473,0.08934169,-0.10307235,0.07366771,0.25668979,0.07836991,-0.18136769,0.05485893,0
1,10,0,177,3,0.08712871,0.06259781,-0.02178218,0.07042254,0.16930693,0.08763693,-0.1009901,0.07042254,0.25643564,0.06885759,-0.18019802,0.05007825,0
1,9,1,177,3,0.08712871,0.06259781,-0.02178218,0.07042254,0.16930693,0.08450704,-0.1,0.06729264,0.25742574,0.06416275,-0.17821782,0.04694836,0
2,8,1,176,3,0.08712871,0.05956113,-0.02178218,0.06896552,0.17029703,0.07836991,-0.0990099,0.06583072,0.25742574,0.05799373,-0.17623762,0.04231975,0
2,8,1,176,3,0.08712871,0.05799373,-0.02178218,0.06739812,0.17128713,0.07680251,-0.0980198,0.06426332,0.25742574,0.05329154,-0.17524752,0.03918495,0
2,8,2,176,3,0.08622398,0.05642633,-0.02279485,0.06739812,0.17145689,0.07680251,-0.09910803,0.06112853,0.25867195,0.05015674,-0.17740337,0.03761755,0
2,7,2,176,4,0.08349901,0.05790297,-0.02584493,0.06885759,0.16998012,0.07668232,-0.10337972,0.06259781,0.25745527,0.04694836,-0.18190855,0.03912363,0
2,7,2,175,3,0.08083832,0.06074766,-0.02994012,0.07320872,0.16766467,0.07788162,-0.10778443,0.06697819,0.25449102,0.04984424,-0.18662675,0.04205607,0
2,7,2,175,3,0.07992008,0.06065319,-0.03096903,0.07465008,0.16783217,0.07931571,-0.10889111,0.06842924,0.25474525,0.05132193,-0.18781219,0.04354588,0
2,7,2,175,3,0.079,0.0621118,-0.032,0.07608696,0.168,0.08074534,-0.11,0.06987578,0.256,0.05279503,-0.189,0.04503106,0
2,7,2,175,4,0.07807808,0.0621118,-0.03303303,0.07608696,0.16716717,0.08074534,-0.11111111,0.06987578,0.25525526,0.05124224,-0.19019019,0.04658385,0
2,7,2,175,4,0.0772317,0.0621118,-0.03410231,0.07608696,0.1664995,0.08074534,-0.11334002,0.06987578,0.25476429,0.05124224,-0.19257773,0.04658385,0
2,7,2,175,4,0.0772317,0.0621118,-0.03410231,0.07608696,0.1664995,0.08074534,-0.11434303,0.06987578,0.2557673,0.05124224,-0.19257773,0.04813665,0
2,7,2,175,4,0.07815631,0.06065319,-0.03306613,0.07465008,0.16733467,0.07931571,-0.11322645,0.06842924,0.25651303,0.04976672,-0.19138277,0.0466563,0
2,7,2,175,3,0.0772317,0.0622084,-0.03410231,0.07465008,0.1664995,0.07931571,-0.11434303,0.06998445,0.2557673,0.05132193,-0.19358074,0.0466563,0
2,7,2,175,4,0.0772317,0.0622084,-0.03410231,0.07465008,0.1664995,0.08087092,-0.11434303,0.06998445,0.2557673,0.05132193,-0.19358074,0.0466563,0
2,7,2,175,3,0.0772317,0.0622084,-0.03410231,0.07465008,0.1664995,0.08087092,-0.11434303,0.06998445,0.25476429,0.05287714,-0.19358074,0.04821151,0
2,7,2,175,3,0.07815631,0.05928237,-0.03306613,0.07176287,0.16733467,0.07800312,-0.11322645,0.06708268,0.25551102,0.049922,-0.19138277,0.04524181,0
2,7,2,175,3,0.07907908,0.0578125,-0.03203203,0.0703125,0.16816817,0.0765625,-0.11211211,0.065625,0.25725726,0.05,-0.19019019,0.04375,0
2,7,2,176,3,0.08,0.05790297,-0.031,0.06885759,0.169,0.07511737,-0.111,0.06416275,0.258,0.05007825,-0.189,0.04225352,0
2,7,2,175,3,0.081,0.05642633,-0.031,0.06896552,0.169,0.07523511,-0.11,0.06426332,0.259,0.05015674,-0.188,0.04231975,0
2,7,2,176,3,0.081,0.05651491,-0.031,0.06750392,0.169,0.07378336,-0.11,0.06279435,0.26,0.05023548,-0.188,0.04081633,0
2,7,1,176,3,0.081,0.05651491,-0.031,0.06750392,0.169,0.07378336,-0.11,0.06436421,0.26,0.05180534,-0.188,0.04238619,0
2,6,0,176,2,0.081,0.05808477,-0.031,0.06750392,0.169,0.07378336,-0.109,0.06593407,0.261,0.0533752,-0.188,0.04395604,0
1,6,0,176,2,0.082,0.05808477,-0.03,0.06750392,0.169,0.07378336,-0.109,0.06593407,0.261,0.0533752,-0.187,0.0455259,0
1,7,0,176,3,0.082,0.05808477,-0.03,0.06750392,0.17,0.07535322,-0.109,0.06750392,0.262,0.05494505,-0.186,0.04709576,0
1,7,0,176,3,0.08391608,0.05808477,-0.02897103,0.06750392,0.17082917,0.07535322,-0.10789211,0.06750392,0.26273726,0.05494505,-0.18481518,0.04709576,0
2,6,0,177,2,0.08391608,0.0581761,-0.02897103,0.06603774,0.17182817,0.07389937,-0.10689311,0.06761006,0.26373626,0.05345912,-0.18381618,0.04559748,0
1,6,0,177,2,0.08391608,0.0581761,-0.02797203,0.06603774,0.17282717,0.07389937,-0.10689311,0.06761006,0.26373626,0.05345912,-0.18381618,0.04716981,0
1,6,0,177,2,0.08491508,0.0581761,-0.02797203,0.06603774,0.17282717,0.07389937,-0.10589411,0.06761006,0.26373626,0.05345912,-0.18381618,0.04716981,0
1,6,0,177,3,0.08491508,0.05669291,-0.02697303,0.06456693,0.17282717,0.07244094,-0.10589411,0.06614173,0.26373626,0.0519685,-0.18381618,0.04566929,0
1,6,0,177,3,0.08491508,0.05669291,-0.02697303,0.06456693,0.17282717,0.07244094,-0.10589411,0.06614173,0.26373626,0.0503937,-0.18381618,0.04724409,0
32,83,88,178,18,0.08811881,0.06462036,-0.02079208,0.05977383,0.1,0.22294023,-0.02277228,0.20840065,0.0980198,0.36672052,-0.04257426,0.34087237,1
31,83,88,178,18,0.08811881,0.06462036,-0.02079208,0.05977383,0.1,0.22294023,-0.02277228,0.20840065,0.0990099,0.36833603,-0.03861386,0.33764136,1
30,83,88,178,18,0.08910891,0.06612903,-0.01980198,0.06129032,0.1,0.22419355,-0.02277228,0.20967742,0.0990099,0.36935484,-0.03762376,0.33709677,1
30,84,88,178,18,0.09009901,0.06612903,-0.01980198,0.06129032,0.1,0.22419355,-0.02277228,0.20967742,0.0990099,0.36935484,-0.03762376,0.33548387,1
29,84,88,178,18,0.09009901,0.06612903,-0.01980198,0.06129032,0.1,0.22419355,-0.02277228,0.20967742,0.0990099,0.37096774,-0.03663366,0.33548387,1
29,84,88,178,18,0.09009901,0.06612903,-0.01980198,0.06129032,0.1,0.22419355,-0.02277228,0.20967742,0.0990099,0.37096774,-0.03663366,0.33548387,1
29,84,88,178,17,0.09108911,0.06612903,-0.01980198,0.06129032,0.1,0.22580645,-0.02277228,0.20967742,0.0990099,0.37096774,-0.03663366,0.33387097,1
29,84,88,178,17,0.09108911,0.06462036,-0.01980198,0.05977383,0.1,0.22455574,-0.02277228,0.20840065,0.0990099,0.36995153,-0.03663366,0.33441034,1
30,84,88,178,17,0.09018831,0.0631068,-0.02081269,0.05825243,0.09910803,0.22330097,-0.02378593,0.20550162,0.09811695,0.36893204,-0.03766105,0.33333333,1
30,84,88,178,17,0.09018831,0.0631068,-0.02081269,0.05825243,0.09910803,0.22330097,-0.02378593,0.20550162,0.09811695,0.37055016,-0.03766105,0.33333333,1
30,84,88,178,17,0.09018831,0.0631068,-0.02081269,0.05825243,0.09910803,0.22330097,-0.02378593,0.20550162,0.09811695,0.37055016,-0.03766105,0.33333333,1
30,84,88,178,17,0.09108911,0.0631068,-0.01980198,0.05825243,0.1,0.22330097,-0.02277228,0.20550162,0.0990099,0.37055016,-0.03663366,0.33333333,1
30,84,88,178,17,0.09108911,0.0631068,-0.01980198,0.05825243,0.1,0.22330097,-0.02277228,0.20550162,0.0990099,0.37055016,-0.03663366,0.33333333,1
30,84,88,178,17,0.09108911,0.0631068,-0.01980198,0.05825243,0.1,0.22330097,-0.02277228,0.20550162,0.0990099,0.37055016,-0.03663366,0.33333333,1
30,84,87,178,17,0.09108911,0.0631068,-0.01881188,0.05825243,0.1,0.22330097,-0.02277228,0.20550162,0.0990099,0.37055016,-0.03663366,0.33495146,1
30,84,87,178,18,0.09198813,0.0631068,-0.01780415,0.05825243,0.10187933,0.22330097,-0.02176063,0.20550162,0.09990109,0.37055016,-0.03560831,0.33495146,1
30,84,87,178,18,0.09198813,0.0631068,-0.01780415,0.05825243,0.10187933,0.22330097,-0.02176063,0.2038835,0.09990109,0.37055016,-0.03560831,0.33495146,1
30,84,86,178,18,0.09288538,0.0631068,-0.01679842,0.05825243,0.1027668,0.22330097,-0.02173913,0.2038835,0.10079051,0.37216828,-0.03458498,0.33495146,1
30,84,86,178,18,0.09378085,0.0631068,-0.01579467,0.05825243,0.10365252,0.22330097,-0.0207305,0.2038835,0.10167818,0.37216828,-0.03356367,0.33333333,1
30,84,86,178,18,0.09467456,0.0631068,-0.0147929,0.05825243,0.10453649,0.22330097,-0.01972387,0.2038835,0.1025641,0.37216828,-0.03254438,0.33333333,1
30,83,87,178,18,0.09645669,0.06612903,-0.01279528,0.06129032,0.10728346,0.22580645,-0.01673228,0.20645161,0.10433071,0.37419355,-0.03051181,0.33548387,1
30,83,87,178,18,0.09734513,0.06612903,-0.01179941,0.06129032,0.10816126,0.22580645,-0.01573255,0.20645161,0.10521141,0.37419355,-0.02949853,0.33548387,1
29,83,86,178,18,0.09734513,0.06612903,-0.01179941,0.06129032,0.10816126,0.22580645,-0.01671583,0.20483871,0.10521141,0.37419355,-0.02949853,0.33387097,1
30,83,86,178,18,0.09734513,0.06612903,-0.01179941,0.06129032,0.10816126,0.22580645,-0.01671583,0.20322581,0.10521141,0.37419355,-0.02851524,0.33387097,1
30,83,86,178,18,0.09734513,0.06612903,-0.01179941,0.06129032,0.10914454,0.22580645,-0.01671583,0.20322581,0.10521141,0.37419355,-0.02851524,0.33387097,1
29,83,86,177,18,0.09734513,0.06472492,-0.01179941,0.05825243,0.10914454,0.22330097,-0.01769912,0.20064725,0.10521141,0.37216828,-0.02851524,0.33171521,0
29,82,86,176,18,0.0955665,0.05728314,-0.0137931,0.04746318,0.10738916,0.21440262,-0.01970443,0.1898527,0.1044335,0.36497545,-0.03054187,0.32405892,0
30,82,85,176,18,0.09458128,0.05901639,-0.0137931,0.04918033,0.10738916,0.2147541,-0.01970443,0.18852459,0.1044335,0.36557377,-0.03054187,0.32459016,0
