left_shoulder_elbow_angle,left_elbow_wrist_angle,right_shoulder_elbow_angle,right_shoulder_left_shoulder,right_elbow_wrist_angle,left_shoulder_x_rel,left_shoulder_y_rel,left_elbow_x_rel,left_elbow_y_rel,left_wrist_x_rel,left_wrist_y_rel,right_shoulder_x_rel,right_shoulder_y_rel,right_elbow_x_rel,right_elbow_y_rel,right_wrist_x_rel,right_wrist_y_rel,status
31,81,91,174,18,0.10058027,0.10403727,0.0,0.08850932,0.11411992,0.25310559,0.00290135,0.23602484,0.11218569,0.40372671,-0.01257253,0.35869565,1
31,82,91,174,18,0.10058027,0.10403727,0.0,0.08850932,0.1131528,0.25310559,0.00290135,0.23602484,0.11218569,0.40372671,-0.01257253,0.35869565,1
30,82,91,173,17,0.10058027,0.10542636,0.0,0.08837209,0.1131528,0.25426357,0.00290135,0.23565891,0.11218569,0.40465116,-0.0106383,0.35813953,1
30,82,91,173,17,0.10058027,0.10542636,0.0,0.08837209,0.1131528,0.25581395,0.00290135,0.23565891,0.11218569,0.40465116,-0.0106383,0.35813953,1
30,82,91,174,17,0.10058027,0.10542636,-0.00096712,0.08837209,0.1131528,0.25581395,0.00193424,0.23565891,0.11218569,0.40465116,-0.01160542,0.35968992,1
30,82,91,174,17,0.10058027,0.10542636,-0.00096712,0.08837209,0.1131528,0.25581395,0.00096712,0.23565891,0.1131528,0.40465116,-0.01160542,0.35968992,1
30,82,91,173,17,0.10058027,0.10697674,-0.00096712,0.08837209,0.1131528,0.25581395,0.00096712,0.23565891,0.11218569,0.40465116,-0.01160542,0.35968992,1
30,82,91,173,17,0.10058027,0.10697674,-0.00096712,0.08837209,0.1131528,0.25581395,0.00096712,0.23565891,0.1131528,0.40465116,-0.01160542,0.35968992,1
30,81,91,173,17,0.09874153,0.10697674,-0.00290416,0.08837209,0.11326234,0.25581395,0.0,0.23410853,0.11229429,0.40465116,-0.0125847,0.35813953,1
29,80,90,173,17,0.09874153,0.10559006,-0.00290416,0.08695652,0.1142304,0.25310559,-0.00193611,0.23447205,0.11519845,0.40372671,-0.01742498,0.35714286,1
29,79,88,174,17,0.09874153,0.10559006,-0.00290416,0.09006211,0.11616651,0.25310559,-0.00580833,0.23602484,0.11907067,0.40217391,-0.03000968,0.36024845,1
28,78,86,175,17,0.09874153,0.10697674,-0.00387222,0.09457364,0.11810261,0.25581395,-0.00968054,0.23875969,0.12294288,0.40620155,-0.03581801,0.36434109,1
27,77,83,176,17,0.09961315,0.10559006,-0.00290135,0.0947205,0.12088975,0.25465839,-0.01353965,0.23757764,0.12765957,0.4052795,-0.03965184,0.36490683,1
26,75,81,176,16,0.09874153,0.10419907,-0.00387222,0.09486781,0.12294288,0.25194401,-0.01742498,0.23639191,0.13455954,0.40124417,-0.04453049,0.36080871,1
23,71,79,178,16,0.09874153,0.10419907,-0.00387222,0.09953344,0.12778316,0.24727838,-0.01936108,0.23639191,0.14424008,0.39502333,-0.04937076,0.35147745,1
21,69,78,178,15,0.09786822,0.10280374,-0.00484496,0.09813084,0.13081395,0.24610592,-0.02228682,0.23208723,0.14922481,0.3894081,-0.05620155,0.33956386,0
19,67,75,178,14,0.0961165,0.10140406,-0.00679612,0.09672387,0.13203883,0.24180967,-0.02718447,0.22776911,0.15436893,0.38377535,-0.0631068,0.3276131,0
16,65,72,178,14,0.09533074,0.09984399,-0.0077821,0.09672387,0.13424125,0.23400936,-0.03210117,0.22152886,0.16342412,0.3775351,-0.07392996,0.31201248,0
14,63,68,179,13,0.09454191,0.096875,-0.00877193,0.0953125,0.13547758,0.2265625,-0.0380117,0.2140625,0.1705653,0.3671875,-0.082846,0.2984375,0
14,60,63,179,13,0.09365854,0.09375,-0.00878049,0.0953125,0.13658537,0.215625,-0.04292683,0.20625,0.17658537,0.3484375,-0.09365854,0.2890625,0
13,56,59,179,12,0.09463415,0.09233177,-0.00780488,0.09389671,0.14146341,0.20657277,-0.04487805,0.19405321,0.18536585,0.33020344,-0.1004878,0.27230047,0
11,51,55,179,11,0.09463415,0.09233177,-0.00780488,0.09389671,0.14439024,0.19405321,-0.04878049,0.18779343,0.19121951,0.30829421,-0.1102439,0.25665102,0
9,48,49,178,10,0.09286413,0.08934169,-0.00977517,0.09247649,0.1485826,0.18965517,-0.05669599,0.18025078,0.20136852,0.29780564,-0.12121212,0.24137931,0
8,45,43,178,8,0.09197652,0.08920188,-0.01076321,0.09233177,0.15166341,0.18466354,-0.06164384,0.17057903,0.20841487,0.27543036,-0.12720157,0.228482,0
7,40,39,179,7,0.09108717,0.08920188,-0.01175318,0.09076682,0.15670911,0.1799687,-0.06562194,0.16118936,0.21743389,0.26447574,-0.13712047,0.21283255,0
6,37,34,178,6,0.09019608,0.0875,-0.01372549,0.090625,0.15490196,0.1671875,-0.07156863,0.153125,0.21470588,0.2375,-0.14607843,0.1984375,0
5,34,30,179,5,0.08939096,0.08878505,-0.01571709,0.09034268,0.16011788,0.16510903,-0.07956778,0.14953271,0.22691552,0.23208723,-0.15815324,0.18535826,0
3,30,25,179,3,0.08947886,0.08722741,-0.01671583,0.08878505,0.16224189,0.15576324,-0.08259587,0.13862928,0.23303835,0.20560748,-0.16027532,0.16510903,0
2,28,22,179,2,0.08768473,0.08553655,-0.01871921,0.08709176,0.16157635,0.14930016,-0.08571429,0.13063764,0.23448276,0.18973561,-0.16256158,0.14774495,0
1,24,19,180,0,0.08687068,0.08398134,-0.01875617,0.08398134,0.16386969,0.1399689,-0.08983218,0.12286159,0.23889437,0.16329705,-0.16683119,0.13530327,0
0,21,17,179,2,0.08596838,0.08385093,-0.0187747,0.08229814,0.16699605,0.13354037,-0.09189723,0.11801242,0.24011858,0.13664596,-0.17094862,0.12267081,0
0,17,14,180,1,0.08506429,0.08074534,-0.01780415,0.08074534,0.16716123,0.12111801,-0.09099901,0.11024845,0.2413452,0.1257764,-0.16913947,0.11180124,0
0,14,11,180,2,0.08415842,0.07919255,-0.01881188,0.07919255,0.16930693,0.11490683,-0.09405941,0.10403727,0.24851485,0.11180124,-0.17326733,0.09782609,0
0,13,11,179,3,0.08514851,0.07919255,-0.01881188,0.07763975,0.17029703,0.11024845,-0.09306931,0.10093168,0.24851485,0.09627329,-0.17326733,0.0931677,0
1,9,8,180,2,0.08424182,0.07763975,-0.01883053,0.07763975,0.16848365,0.09937888,-0.09415263,0.09627329,0.24578791,0.08695652,-0.17244797,0.08229814,0
2,7,7,180,2,0.08424182,0.07763975,-0.01883053,0.07763975,0.16848365,0.0947205,-0.09514371,0.0931677,0.24578791,0.08074534,-0.17244797,0.07142857,0
2,7,6,179,3,0.08333333,0.07608696,-0.01984127,0.07763975,0.16865079,0.0931677,-0.09623016,0.09161491,0.24305556,0.07453416,-0.17361111,0.0636646,0
3,7,5,178,4,0.08333333,0.07453416,-0.01984127,0.07763975,0.16964286,0.09161491,-0.09623016,0.08850932,0.24107143,0.06832298,-0.17361111,0.05900621,0
3,6,2,178,3,0.08151093,0.07153966,-0.02186879,0.07620529,0.16799205,0.08709176,-0.10039761,0.08242613,0.23956262,0.06531882,-0.17594433,0.05132193,0
3,6,1,177,4,0.08151093,0.06998445,-0.02186879,0.07620529,0.16898608,0.08553655,-0.10139165,0.07931571,0.23956262,0.05909798,-0.17693837,0.04821151,0
3,5,0,177,4,0.08151093,0.07142857,-0.02286282,0.07763975,0.16898608,0.08540373,-0.10238569,0.07919255,0.23956262,0.05745342,-0.17693837,0.04813665,0
3,5,0,177,3,0.08151093,0.07131783,-0.02286282,0.07906977,0.16898608,0.08372093,-0.10238569,0.07906977,0.23956262,0.05736434,-0.17793241,0.04806202,0
3,5,0,177,3,0.08151093,0.07131783,-0.02286282,0.07906977,0.16898608,0.08372093,-0.10238569,0.07906977,0.23956262,0.05736434,-0.17793241,0.04806202,0
3,4,0,177,4,0.08151093,0.07131783,-0.02286282,0.07906977,0.16998012,0.08217054,-0.10238569,0.08062016,0.24055666,0.05426357,-0.17892644,0.04651163,0
3,4,0,177,4,0.08059701,0.07131783,-0.02487562,0.07906977,0.16915423,0.08217054,-0.10348259,0.08062016,0.239801,0.05271318,-0.18109453,0.04651163,0
3,5,0,177,4,0.08059701,0.07275542,-0.02487562,0.08049536,0.16915423,0.08513932,-0.10348259,0.08204334,0.24079602,0.05572755,-0.18109453,0.04798762,0
3,5,0,177,4,0.08059701,0.07275542,-0.02487562,0.08049536,0.16915423,0.08513932,-0.10348259,0.08204334,0.24179104,0.05417957,-0.18208955,0.04798762,0
3,5,0,177,4,0.07968127,0.07275542,-0.02589641,0.08049536,0.16832669,0.08513932,-0.10358566,0.08204334,0.24203187,0.05417957,-0.18326693,0.04798762,0
3,5,0,177,4,0.08067729,0.07131783,-0.0249004,0.07906977,0.16832669,0.08372093,-0.10358566,0.08062016,0.24203187,0.05271318,-0.18227092,0.04651163,0
3,5,0,177,4,0.07976072,0.06987578,-0.02592223,0.07763975,0.16749751,0.08229814,-0.10468594,0.07919255,0.24227318,0.05124224,-0.18344965,0.04658385,0
3,5,0,177,4,0.07884232,0.06987578,-0.02694611,0.07763975,0.16666667,0.08229814,-0.10578842,0.07919255,0.24251497,0.05124224,-0.18463074,0.04658385,0
3,5,0,177,4,0.07892108,0.06842924,-0.02797203,0.07620529,0.16583417,0.08087092,-0.10789211,0.0777605,0.24175824,0.05132193,-0.18581419,0.04510109,0
3,5,0,177,4,0.07707708,0.06842924,-0.03003003,0.07620529,0.16416416,0.08087092,-0.11011011,0.0777605,0.24024024,0.05132193,-0.18818819,0.04510109,0
3,4,0,177,4,0.07707708,0.06998445,-0.03003003,0.07620529,0.16516517,0.08087092,-0.11011011,0.0777605,0.24024024,0.05132193,-0.18818819,0.04510109,0
3,4,0,177,4,0.07707708,0.06998445,-0.03003003,0.0777605,0.16516517,0.08087092,-0.11011011,0.0777605,0.23823824,0.05132193,-0.18818819,0.04510109,0
3,4,0,177,4,0.07707708,0.06998445,-0.03003003,0.0777605,0.16516517,0.08087092,-0.11011011,0.0777605,0.23823824,0.05132193,-0.18818819,0.04510109,0
3,4,0,177,4,0.079,0.06998445,-0.029,0.0777605,0.166,0.08087092,-0.109,0.0777605,0.239,0.05132193,-0.187,0.04510109,0
3,4,0,177,4,0.07992008,0.06998445,-0.02797203,0.0777605,0.16683317,0.08087092,-0.10789211,0.07931571,0.23976024,0.04976672,-0.18481518,0.0466563,0
3,3,1,178,4,0.08083832,0.07153966,-0.02694611,0.07620529,0.16866267,0.08087092,-0.10678643,0.07931571,0.24051896,0.05132193,-0.18263473,0.0466563,0
3,3,1,178,4,0.08175474,0.07153966,-0.02492522,0.07620529,0.16949153,0.08087092,-0.10568295,0.07931571,0.24227318,0.05132193,-0.18045862,0.0466563,0
3,4,1,178,4,0.08266932,0.07153966,-0.02390438,0.07620529,0.17131474,0.08242613,-0.10358566,0.07931571,0.24302789,0.05132193,-0.17729084,0.04821151,0
31,86,84,179,17,0.09297725,0.07371795,-0.01582591,0.07211538,0.09792285,0.22596154,-0.02472799,0.21955128,0.09990109,0.36698718,-0.04253215,0.34935897,1
32,86,85,180,17,0.09476802,0.07348243,-0.01579467,0.07348243,0.10069102,0.2284345,-0.02270484,0.21884984,0.10167818,0.36900958,-0.04047384,0.3514377,1
31,85,86,179,17,0.09288538,0.07188498,-0.01679842,0.07028754,0.09980237,0.22683706,-0.02272727,0.21565495,0.10079051,0.36900958,-0.04150198,0.34664537,1
31,85,86,180,18,0.09288538,0.07028754,-0.01679842,0.07028754,0.09980237,0.22523962,-0.02272727,0.21565495,0.10079051,0.36900958,-0.04150198,0.34664537,1
31,85,86,178,18,0.09288538,0.07017544,-0.01679842,0.07336523,0.10079051,0.22647528,-0.02272727,0.2169059,0.10079051,0.37001595,-0.04150198,0.3476874,1
32,85,86,178,18,0.09288538,0.07165605,-0.01679842,0.07484076,0.10079051,0.22611465,-0.02173913,0.21815287,0.09980237,0.36942675,-0.04150198,0.34713376,1
32,85,86,177,19,0.09288538,0.07006369,-0.01581028,0.07643312,0.10079051,0.22452229,-0.02173913,0.21815287,0.09980237,0.36942675,-0.04150198,0.34713376,1
32,85,86,177,19,0.09288538,0.07006369,-0.01679842,0.07643312,0.10079051,0.22452229,-0.02173913,0.21815287,0.09881423,0.36942675,-0.04150198,0.34713376,1
32,84,86,177,19,0.09189723,0.07006369,-0.01679842,0.07643312,0.10079051,0.22452229,-0.02173913,0.21815287,0.09881423,0.36942675,-0.04150198,0.34713376,1
32,85,86,177,19,0.09288538,0.07006369,-0.01679842,0.07643312,0.10079051,0.22452229,-0.02173913,0.21815287,0.09881423,0.36942675,-0.04150198,0.34713376,1
32,85,86,177,19,0.09288538,0.07006369,-0.01679842,0.07643312,0.10079051,0.22452229,-0.02173913,0.21815287,0.09881423,0.36942675,-0.04150198,0.34713376,1
32,85,86,177,19,0.09288538,0.06858054,-0.01581028,0.07496013,0.10079051,0.22328549,-0.02173913,0.2169059,0.09881423,0.36842105,-0.04150198,0.3460925,0
31,85,86,177,19,0.09198813,0.06709265,-0.01681503,0.07348243,0.09990109,0.22204473,-0.02274975,0.21565495,0.09792285,0.36741214,-0.04154303,0.34345048,0
31,85,86,177,19,0.09198813,0.0656,-0.01681503,0.072,0.09990109,0.2208,-0.02274975,0.2144,0.09792285,0.3664,-0.04154303,0.3424,0
32,85,86,177,19,0.09108911,0.0656,-0.01782178,0.072,0.0990099,0.2208,-0.02376238,0.2144,0.0960396,0.3664,-0.04257426,0.3424,0
32,85,86,177,19,0.09108911,0.06410256,-0.01683168,0.07051282,0.0990099,0.21955128,-0.02277228,0.21153846,0.0960396,0.36538462,-0.04257426,0.34134615,0
32,85,86,178,19,0.09108911,0.06570513,-0.01683168,0.06891026,0.0990099,0.21955128,-0.02277228,0.21153846,0.0960396,0.36538462,-0.04257426,0.33974359,0
32,85,86,178,19,0.09207921,0.06420546,-0.01683168,0.06741573,0.0990099,0.21990369,-0.02277228,0.21027287,0.0960396,0.36436597,-0.04257426,0.33868379,0
32,85,86,178,19,0.09207921,0.06420546,-0.01683168,0.06741573,0.0990099,0.21990369,-0.02277228,0.20866774,0.0960396,0.36436597,-0.04257426,0.33868379,0
32,85,86,178,19,0.09207921,0.06420546,-0.01683168,0.06741573,0.0990099,0.21990369,-0.02277228,0.20866774,0.0960396,0.36597111,-0.04257426,0.33868379,0
32,85,86,179,19,0.09207921,0.06420546,-0.01683168,0.06581059,0.0990099,0.21990369,-0.02277228,0.20866774,0.0960396,0.36597111,-0.04257426,0.33868379,0
32,85,85,179,19,0.09207921,0.06420546,-0.01584158,0.06581059,0.0990099,0.21990369,-0.02277228,0.20866774,0.0960396,0.36597111,-0.04257426,0.33868379,0
32,85,85,179,19,0.09207921,0.06420546,-0.01584158,0.06581059,0.0990099,0.21990369,-0.02277228,0.20866774,0.0960396,0.36597111,-0.04257426,0.33868379,0
32,85,85,179,19,0.09207921,0.06420546,-0.01584158,0.06581059,0.0990099,0.21990369,-0.02277228,0.20866774,0.0960396,0.36597111,-0.04257426,0.33868379,0
32,86,85,179,19,0.09207921,0.06420546,-0.01584158,0.06581059,0.0980198,0.21990369,-0.02277228,0.20866774,0.0960396,0.36597111,-0.04257426,0.33868379,0
32,86,84,179,18,0.09207921,0.06420546,-0.01485149,0.06581059,0.0980198,0.21990369,-0.02277228,0.20866774,0.0960396,0.36597111,-0.04257426,0.33868379,0
32,86,84,179,18,0.09207921,0.06420546,-0.01485149,0.06581059,0.0980198,0.21990369,-0.02277228,0.20866774,0.0960396,0.36597111,-0.04257426,0.33868379,0
32,86,84,179,18,0.09207921,0.0672,-0.01485149,0.0688,0.0980198,0.2224,-0.02277228,0.2112,0.0960396,0.368,-0.04257426,0.3408,0
32,86,84,179,18,0.09207921,0.0686901,-0.01485149,0.07028754,0.0980198,0.22364217,-0.02277228,0.21246006,0.0960396,0.36900958,-0.04257426,0.34185304,0
32,86,84,179,18,0.09297725,0.0686901,-0.01384768,0.07028754,0.09891197,0.22364217,-0.02176063,0.21246006,0.09693373,0.36900958,-0.04154303,0.34185304,0
32,86,84,180,18,0.09207921,0.0672,-0.01485149,0.0672,0.0980198,0.2224,-0.02277228,0.2096,0.0960396,0.368,-0.04257426,0.3408,0
32,86,84,180,18,0.09207921,0.06570513,-0.01485149,0.06570513,0.0980198,0.22115385,-0.02277228,0.20833333,0.0960396,0.36698718,-0.04257426,0.33974359,0
32,86,85,179,18,0.09207921,0.06430868,-0.01485149,0.06270096,0.0980198,0.22025723,-0.02178218,0.20578778,0.0960396,0.36495177,-0.04158416,0.33762058,0
32,86,85,178,18,0.09207921,0.06290323,-0.01485149,0.05967742,0.0980198,0.21774194,-0.02178218,0.20322581,0.0960396,0.36290323,-0.04158416,0.33387097,0
